,ML,loss,Input Num,Input,weight,MAPE train,MAPE test,MAPE val
198,lgb,l2,6,"['Total Frames', 'Params', 'matrix_conv', 'matrix_convloop', 'matrix_dotloop', 'matrix_add']",1,0.033166672,0.070584048,0.079542744
196,lgb,l2,6,"['Total Frames', 'Params', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_add']",1,0.034267332,0.070767409,0.07905444
7,lgb,l2,5,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv']",1,0.036192728,0.071197696,0.075759094
80,lgb,l2,5,"['Total Frames', 'Params', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.037730172,0.071574966,0.085820787
205,lgb,l2,6,"['Total Frames', 'Params', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.037730172,0.071574966,0.085820787
86,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_dot']",1,0.035467066,0.071591286,0.074665951
204,lgb,l2,6,"['Total Frames', 'Params', 'matrix_conv', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.038398962,0.071819519,0.081566158
333,lgb,l2,7,"['Total Frames', 'Params', 'matrix_conv', 'matrix_convloop', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.038398962,0.071819519,0.081566158
28,lgb,l2,5,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv']",1,0.038481588,0.073276277,0.076257462
1,lgb,l2,5,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_conv']",1,0.040556009,0.074062439,0.076959189
0,lgb,l2,5,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip']",1,0.040259943,0.074092896,0.08428463
82,lgb,l2,5,"['Total Frames', 'Params', 'matrix_dot', 'matrix_add', 'matrix_addloop']",1,0.039054673,0.07410878,0.08543855
211,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_dot']",1,0.042136513,0.074198982,0.080330865
91,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_conv', 'matrix_dot']",1,0.044091314,0.075574956,0.083948518
