,ML,loss,Parameter Num,Const Parameter,Variable Parameter Num,Variable Parameter,Leave One,MAPE train (%),MAPE val (%),MAPE test (%)
723,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,35.66229,38.06941,29.20793
724,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,29.27588,32.91735,13.97698
725,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,36.49631,39.24891,19.98331
726,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,36.26533,39.47984,94.69369
727,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,30.86587,34.75205,90.03509
728,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,35.49489,38.98932,11.65975
729,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,35.27965,38.79647,17.93171
730,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,32.09429,36.14345,53.48191
731,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,38.40051,42.47612,82.38261
732,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,12.02285,12.37587,103.28415
733,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'VRAM(GB)']",13th corei7 - GTX1080,19.34575,21.8808,11.54646
734,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'VRAM(GB)']",13th corei5 - GTX1650,23.96397,26.08952,41.8322
735,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'VRAM(GB)']",1th Xeon Gold - RTX4070,22.88645,24.66744,37.09828
736,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'VRAM(GB)']",13th corei7 - RTX3050,21.16046,23.6387,25.86482
737,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'VRAM(GB)']",13th corei5 - GTX1080,18.20075,20.6219,20.37424
738,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'VRAM(GB)']",13th corei5 - RTX4070,19.94002,23.05968,44.71971
739,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,17.99536,21.48215,80.5935
740,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'VRAM(GB)']",13th corei5 - RTX3050,21.90262,24.88866,21.00129
741,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'VRAM(GB)']",1th Xeon Gold - GTX1080,23.09844,26.66964,19.02524
742,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,21.62819,25.14511,43.65177
743,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_thread', 'VRAM(GB)']",13th corei7 - RTX4070,23.2309,26.63306,33.25008
744,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - RTX3060 Ti,10.61616,10.6043,104.97543
745,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - GTX1080,19.61375,20.90888,25.62964
746,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - GTX1650,23.06313,24.0861,46.31526
747,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture']",1th Xeon Gold - RTX4070,19.40917,20.58863,24.07755
748,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - RTX3050,17.89718,19.79307,39.45387
749,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - GTX1080,20.9674,23.08743,23.38695
750,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - RTX4070,21.67633,23.76079,55.33299
751,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - RTX3060 Ti,11.79928,14.31942,84.30911
752,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - RTX3050,11.13307,11.86668,47.1666
753,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture']",1th Xeon Gold - GTX1080,22.00239,24.3714,23.02696
754,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture']",9th corei7 - RTX2080 Ti,22.47299,25.0259,116.04931
755,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - RTX4070,21.70571,24.50135,35.54908
756,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - RTX3060 Ti,4.00317,6.01986,19.18434
757,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - GTX1080,2.83746,4.64578,16.95804
758,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - GTX1650,5.022,5.88431,33.38493
759,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core']",1th Xeon Gold - RTX4070,4.19075,5.40954,24.45284
760,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - RTX3050,2.89237,4.27317,13.81539
761,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - GTX1080,2.88328,4.35711,14.12529
762,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - RTX4070,4.31972,5.83585,25.60903
763,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - RTX3060 Ti,3.92269,5.46586,10.29544
764,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - RTX3050,3.08932,4.38108,13.77986
765,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core']",1th Xeon Gold - GTX1080,4.16874,5.603,16.70044
766,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core']",9th corei7 - RTX2080 Ti,4.46293,5.77352,27.69707
767,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - RTX4070,4.18377,5.34186,12.25404
768,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,1.82464,3.05115,208.37833
769,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,29.50937,33.08279,20.67184
770,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,1.58824,2.76768,66.26365
771,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,35.66229,38.06941,29.20793
772,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,29.27588,32.91735,13.97698
773,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,36.49631,39.24891,19.98331
774,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,36.26533,39.47984,94.69369
775,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,30.86587,34.75205,90.03509
776,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,35.49489,38.98932,11.65975
777,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,35.27965,38.79647,17.93171
778,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,32.09429,36.14345,53.48191
779,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,38.40051,42.47612,82.38261
780,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,12.06183,12.36973,103.3616
781,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - GTX1080,19.34575,21.8808,11.54646
782,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - GTX1650,23.96397,26.08952,41.8322
783,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,22.88645,24.66744,37.09828
784,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - RTX3050,21.16046,23.6387,25.86482
785,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - GTX1080,18.20075,20.6219,20.37424
786,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - RTX4070,19.94002,23.05968,44.71971
787,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,17.99536,21.48215,80.5935
788,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - RTX3050,21.90262,24.88866,21.00129
789,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,23.09844,26.66964,19.02524
790,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,21.62819,25.14511,43.65177
791,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - RTX4070,23.2309,26.63306,33.25008
792,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX3060 Ti,1.41983,2.81002,15.14683
793,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core']",13th corei7 - GTX1080,1.31578,2.81081,19.99329
794,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core']",13th corei5 - GTX1650,1.67756,2.6973,33.57096
795,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core']",1th Xeon Gold - RTX4070,1.41193,2.42354,24.29715
796,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX3050,1.59372,2.68173,8.87131
797,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core']",13th corei5 - GTX1080,1.05883,2.13133,15.69971
798,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX4070,1.43545,2.59698,24.66787
799,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX3060 Ti,0.99764,2.09307,7.33721
800,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX3050,1.49421,2.77714,4.80303
801,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core']",1th Xeon Gold - GTX1080,1.40526,2.49345,21.87539
802,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core']",9th corei7 - RTX2080 Ti,1.33159,2.38739,28.27403
803,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX4070,1.51333,2.52465,15.56792
804,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.31687,3.52493,147.42804
805,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,1.1659,2.84518,22.10264
806,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.33288,3.01026,63.53245
807,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,0.92981,2.65845,28.44071
808,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,2.05123,3.77825,9.61536
809,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,1.302,2.74121,26.73389
810,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,1.58389,3.0255,47.23065
811,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,2.56596,3.73453,14.26707
812,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,1.99931,3.45449,6.7717
813,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,2.24891,3.2168,24.13903
814,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,1.33782,2.6256,123.08483
815,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,1.39966,3.19265,5.25334
816,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,10.75146,11.03197,102.12829
817,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - GTX1080,18.95547,20.37823,22.61371
818,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - GTX1650,22.72558,24.07428,46.03372
819,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",1th Xeon Gold - RTX4070,18.71437,19.92336,34.50767
820,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX3050,12.84869,15.12259,41.38991
821,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - GTX1080,17.2482,19.55767,12.45276
822,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX4070,20.05066,22.44122,49.71654
823,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,15.681,18.58716,82.91434
824,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX3050,11.67413,12.60666,45.35091
825,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",1th Xeon Gold - GTX1080,19.82732,22.15065,16.31333
826,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,22.01267,24.17674,46.03103
827,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX4070,21.03531,23.21311,32.61973
828,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,1.43585,2.66912,22.41704
829,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,1.4005,2.91342,21.4105
830,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,1.56063,2.57328,33.36323
831,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,1.14132,2.35028,24.98269
832,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,1.36563,2.69691,9.92042
833,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,1.10655,2.19431,13.77691
834,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,1.19874,2.42705,23.52796
835,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,1.20585,2.16278,14.01886
836,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,1.38757,2.47045,11.51573
837,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,1.32902,2.58436,20.11049
838,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,1.53159,2.55834,27.96309
839,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,1.29987,2.48751,14.67896
840,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,3.93927,5.8651,21.01992
841,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,2.7488,4.63665,17.00539
842,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1650,4.63835,5.74962,33.26057
843,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - RTX4070,3.9725,5.44374,25.38484
844,lgb,l2(rmse),6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3050,2.90379,4.31648,13.74331
