,ML,loss,Input Num,Input,Leave One,MAPE train (%),MAPE val (%),MAPE test (%)
2612,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3050,2.80908,3.41351,4.30861
2613,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.78793,3.47203,22.19908
2614,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.66224,3.25215,20.83987
2615,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX4070,2.6523,3.08295,15.69361
2616,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.81389,3.18944,47.58339
2617,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,2.80253,3.28939,21.22571
2618,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,2.85624,3.47476,62.39474
2619,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.43945,3.0386,26.40032
2620,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,2.76768,3.39147,7.23852
2621,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,2.54088,3.27438,13.18177
2622,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,2.48377,3.22446,41.7988
2623,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.45875,3.06442,9.67308
2624,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,2.79088,3.52846,4.34183
2625,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.76923,3.3883,13.61645
2626,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.73099,3.19049,18.62508
2627,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,2.49839,3.1956,5.91583
2628,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.69813,3.20065,31.41665
2629,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,2.77949,3.44141,19.9231
2630,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,2.84918,3.40476,33.49035
2631,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.51749,3.1288,25.51484
2632,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,2.81302,3.56095,10.76929
2633,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,2.5017,3.22346,13.96614
2634,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,2.48546,3.16952,24.55585
2635,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.48298,3.16136,13.72005
2636,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,2.7617,3.33908,11.51618
2637,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.73956,3.34049,20.04176
2638,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.72404,3.21736,22.32349
2639,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,2.58098,3.0858,12.86242
2640,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.73644,3.14948,13.53572
2641,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,2.79319,3.41547,20.73943
2642,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.85819,3.40345,34.52523
2643,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,2.52016,3.13212,24.55409
2644,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,2.81849,3.5561,11.41587
2645,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,2.50169,3.14096,14.05743
2646,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,2.51532,3.2126,23.68295
2647,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,2.47095,3.01855,8.13106
2648,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,2.83295,3.29362,4.39771
2649,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,2.71594,3.40456,20.65879
2650,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,2.69369,3.28354,22.5462
2651,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,2.61461,3.02773,15.38281
2652,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.71106,3.23647,15.23828
2653,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,2.77612,3.3963,20.15312
2654,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1650,2.84582,3.49688,33.54921
2655,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.50088,3.12875,24.60099
2656,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3050,2.8144,3.60853,9.2976
2657,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1080,2.5188,3.30049,15.83497
2658,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX4070,2.49158,3.21142,25.55032
2659,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.46477,3.03596,7.85961
2660,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3050,2.81712,3.42173,4.21748
2661,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.74008,3.37298,22.60129
2662,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.66224,3.25215,20.83987
2663,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX4070,2.63989,3.1087,15.02109
2664,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.81389,3.18944,47.51077
2665,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,2.80253,3.28939,21.22571
2666,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,2.85624,3.47476,62.30678
2667,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.43945,3.0386,26.40032
2668,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,2.76768,3.39147,7.23852
2669,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,2.54088,3.27438,13.18177
2670,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,2.48377,3.22446,41.7988
2671,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.45875,3.06442,9.67308
2672,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,2.79088,3.52846,4.34183
2673,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.76923,3.3883,13.61645
2674,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.73099,3.19049,18.62508
2675,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,2.49839,3.1956,5.91583
2676,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.69813,3.20065,31.45227
2677,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,2.77949,3.44141,19.9231
2678,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,2.84918,3.40476,33.49035
2679,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.51749,3.1288,25.51484
2680,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,2.81302,3.56095,10.76929
2681,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,2.5017,3.22346,13.96614
2682,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,2.48546,3.16952,24.55585
2683,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.48298,3.16136,13.72005
2684,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,2.7617,3.33908,11.51618
2685,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.73956,3.34049,20.04176
2686,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.72404,3.21736,22.32349
2687,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,2.58098,3.0858,12.86242
2688,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.69476,3.19459,15.13407
2689,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,2.80559,3.51608,20.67885
2690,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,2.86429,3.42132,34.40418
2691,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.53033,3.18892,24.20803
2692,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,2.81305,3.55643,11.75006
2693,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,2.50041,3.14031,14.58978
2694,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,2.50277,3.27336,25.40588
2695,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.47651,3.08819,7.83054
2696,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,2.806,3.34296,5.1276
2697,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.73586,3.39571,20.49775
2698,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.69369,3.28354,22.5462
2699,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,2.61438,3.0981,16.19317
2700,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.73644,3.14948,13.53572
2701,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,2.79319,3.41547,20.73943
2702,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.85819,3.40345,34.52523
2703,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,2.52016,3.13212,24.55409
2704,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,2.81849,3.5561,11.41587
2705,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,2.50169,3.14096,14.05743
2706,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,2.51532,3.2126,23.68295
2707,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,2.47095,3.01855,8.13106
2708,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,2.83295,3.29362,4.39771
2709,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,2.71594,3.40456,20.65879
2710,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,2.69369,3.28354,22.5462
2711,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,2.61461,3.02773,15.38281
2712,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.71106,3.23647,15.23828
2713,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,2.77612,3.3963,20.15312
2714,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1650,2.84582,3.49688,33.54921
2715,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.50088,3.12875,24.60099
2716,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3050,2.8144,3.60853,9.2976
2717,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1080,2.5188,3.30049,15.83497
2718,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX4070,2.49158,3.21142,25.55032
